id,created_at,picture,source,screen_name,name,text,time_zone,clean_text 
"640418400632594432",2015-09-06 00:00:00,http://pbs.twimg.com/profile_images/3388508478/b2f935f78ff8e46ac65824e7ff940ded_normal.jpeg,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,pipit_Suteresna,Pipit Suteresna,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni: Alumni IPDN diimbau untuk tidak emosi ... http://t.co/6H4d9SQRgg #RanoKarnoHRSMundur,None,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni: Alumni IPDN diimbau untuk tidak emosi ... http://t.co/6H4d9SQRgg #RanoKarnoHRSMundur
"640418408102649857",2015-09-06 00:00:00,http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,<a href="http://blackberry.com/twitter" rel="nofollow">Twitter for BlackBerry®</a>,pak_pokir,Pak Pokir,MENURUT CIPTA BISA JADI ADA JEBAKAN BATMAN DaLAM KUNJUNGAN DI NEW YORK.PERLU AHOK DITANYA AMA MKD. AHOK YG NGERTI JEBAKAN BATMAN@masbutet,None,MENURUT CIPTA BISA JADI ADA JEBAKAN BATMAN DaLAM KUNJUNGAN DI NEW YORK.PERLU AHOK DITANYA AMA MKD. AHOK YG NGERTI JEBAKAN BATMAN@masbutet
"640418408429809664",2015-09-06 00:00:00,http://pbs.twimg.com/profile_images/3388578268/bdc36ae5a3b066c4489c52d0f5b357cd_normal.jpeg,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,citra_Anisa139,Citra Anisa,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni: Alumni IPDN diimbau untuk tidak emosi ... http://t.co/bXcPsnpXq3 #RanoKarnoHRSMundur,None,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni: Alumni IPDN diimbau untuk tidak emosi ... http://t.co/bXcPsnpXq3 #RanoKarnoHRSMundur
"640418417619562496",2015-09-06 00:00:00,http://pbs.twimg.com/profile_images/3388509099/c1ab022034c04c29e1b4266ee56c69cb_normal.jpeg,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,uzlifatul_Setya,Uzlifatul Setyawan,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni: Alumni IPDN diimbau untuk tidak emosi ... http://t.co/9G9Rp1jUwD #RanoKarnoHRSMundur,None,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni: Alumni IPDN diimbau untuk tidak emosi ... http://t.co/9G9Rp1jUwD #RanoKarnoHRSMundur
"640418447994695680",2015-09-06 00:00:00,http://pbs.twimg.com/profile_images/638581599399907328/H8tiIe8K_normal.jpg,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,panji_kha,AkuLapar,Kalo Sandi  Ridwan Kamil pasti menang lawan Ahok https://t.co/LQT2bAzqQY,None,Kalo Sandi  Ridwan Kamil pasti menang lawan Ahok https://t.co/LQT2bAzqQY
"640418451073421312",2015-09-06 00:00:00,http://pbs.twimg.com/profile_images/597591488403374081/jtkRu9_L_normal.jpg,<a href="http://ifttt.com" rel="nofollow">IFTTT</a>,OliviaZentsen,Olivia Zentsen,Short Link News ShortLinkNews :Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni http://t.co/KanJrwbOOD,None,Short Link News ShortLinkNews :Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni http://t.co/KanJrwbOOD
"640418482882908161",2015-09-06 00:00:00,http://pbs.twimg.com/profile_images/515006809115881473/IpFuCxje_normal.jpeg,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,Ricko_prasetiyo,Ricko prasetiyo,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni http://t.co/3Zvm1Q0AGP,Bangkok,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni http://t.co/3Zvm1Q0AGP
"640418485869215744",2015-09-06 00:00:00,http://pbs.twimg.com/profile_images/637530264793513984/X9xTsBOn_normal.jpg,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,Machruzar_King,Blessing Boy,'Buruk Muka Cermin Di Belah' pepatah yang cocok buat @basuki_btp @Ahok ..  https://t.co/0GFsMtSnzp,Bangkok,'Buruk Muka Cermin Di Belah' pepatah yang cocok buat @basuki_btp @Ahok ..  https://t.co/0GFsMtSnzp
"640418495591641088",2015-09-06 00:00:00,http://pbs.twimg.com/profile_images/496969014359240704/v3cuIApJ_normal.jpeg,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,Pl0ng,#IStandForGaza,Payah! Begini Jadinya Kalau Ahok Tak Paham Sejarah IPDN:  http://t.co/HahoWSPB8g #Kabari,Jakarta,Payah! Begini Jadinya Kalau Ahok Tak Paham Sejarah IPDN:  http://t.co/HahoWSPB8g #Kabari
"640418511815352320",2015-09-06 00:00:00,http://pbs.twimg.com/profile_images/479832516761632768/G89hcBJC_normal.jpeg,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,aksel_YN,Aksel Yudha Nugraha,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni: Alumni IPDN diimbau untuk tidak emosi dengan perkataan Ahok. http://t.co/UZvtXkIV7j,None,Ahok Minta Jokowi Bubarkan IPDN Ini Reaksi Alumni: Alumni IPDN diimbau untuk tidak emosi dengan perkataan Ahok. http://t.co/UZvtXkIV7j
